紅2	44	46
	社后消防隊	25.065333	121.631
	世電社區	25.066236885727	121.63108341105
	北峰里	25.06733333	121.63
	金龍國小	25.06735	121.626383
	木楠煤礦	25.06735	121.62538
	經貿園區	25.066592	121.621926
	北山里	25.06666667	121.6183333
	東湖國小	25.06783333	121.6166667
	五分社區	25.06866667	121.615
	明湖國中	25.06983333	121.6116667
	明湖國小(公共電視台)	25.07166667	121.61
	捷運葫洲站(康寧專校)	25.07266667	121.6066667
	康寧醫院	25.075	121.6066667
	黃石公廟	25.07783333	121.6066667
	大湖公園	25.08216667	121.6066667
	捷運大湖公園站	25.08316667	121.6033333
	大湖	25.084795	121.600427
	金龍里	25.08449	121.598305
	捷運內湖站	25.0835	121.593842
	湖光市場	25.082	121.5916667
	成功路三段	25.08033333	121.59
	內湖高中	25.07916667	121.5883333
	捷運文德站(碧湖公園)	25.078833	121.583433
	湖光國宅	25.0785	121.58
	西湖圖書館(湖光教會)	25.079	121.5783333
	捷運港墘站(內湖高工)	25.07966667	121.5766667
	麗山國中	25.080558	121.573895
	麗山街	25.08116667	121.5716667
	恕德家商	25.082	121.5683333
	捷運西湖站	25.08216667	121.5666667
	治磐新村	25.08283333	121.565
	文湖國小	25.08433333	121.5616667
	美麗華	25.08483333	121.5583333
	捷運劍南路站	25.085093	121.555438
	自強隧道	25.08416667	121.55
	植福宮	25.08133333	121.5483333
	捷運大直站	25.079918	121.546338
	大直高中	25.07983333	121.5433333
	空軍司令部	25.07966667	121.54
	忠烈祠	25.07833333	121.5316667
	中央電台	25.07816667	121.53
	圓山大飯店	25.07733333	121.5283333
	臺北市立美術館	25.069383	121.523
	捷運圓山站	25.06932167	121.5201617
	臺北市立美術館	25.072917	121.5242
	圓山大飯店	25.07733333	121.5283333
	中央電台	25.07816667	121.53
	忠烈祠	25.07833333	121.5316667
	七海文化園區	25.07799	121.53533
	空軍司令部	25.0795	121.54
	大直高中	25.07966667	121.5416667
	大直國小	25.080035	121.545525
	捷運大直站	25.080248	121.547902
	植福宮	25.08166667	121.5483333
	自強隧道(大直教會)	25.08366667	121.5483333
	自強隧道	25.08583333	121.5516667
	捷運劍南路站	25.084723	121.555548
	美麗華	25.08466667	121.5583333
	文湖國小	25.08433333	121.5616667
	治磐新村	25.08316667	121.5633333
	捷運西湖站	25.08233333	121.5666667
	恕德家商	25.082	121.5683333
	麗山街	25.0815	121.5716667
	捷運港墘站(內湖高工)	25.080245	121.574563
	西湖圖書館(湖光教會)	25.079	121.5783333
	湖光國宅	25.07883333	121.5816667
	捷運文德站(碧湖公園)	25.07883333	121.5833333
	內湖高中	25.07883333	121.5866667
	成功路三段	25.07983333	121.59
	湖光市場	25.0815	121.5916667
	捷運內湖站	25.0835	121.5933333
	秀湖	25.08449	121.598305
	大湖	25.084617	121.600118
	捷運大湖公園站	25.08333333	121.6033333
	大湖公園	25.08216667	121.6066667
	黃石公廟	25.07783333	121.6066667
	康寧醫院	25.076	121.6066667
	康寧社區	25.0745	121.6066667
	捷運葫洲站(康寧專校)	25.072372	121.607662
	明湖國小	25.07166667	121.61
	明湖國中	25.07033333	121.6116667
	五分社區	25.06866667	121.615
	東湖國小	25.06816667	121.6166667
	北山里	25.067	121.6183333
	經貿園區	25.06671	121.622159
	木楠煤礦	25.067	121.625
	金龍國小	25.06735	121.622367
	北峰里	25.0675	121.6283333
	世電社區	25.066	121.631
	社后消防隊	25.065067	121.6297
紅3	41	37
	社子站	25.09179	121.5001
	社子國小二	25.09024167	121.5015833
	社子國小	25.08964167	121.5028833
	社新里	25.08924167	121.5040833
	社子派出所	25.08950833	121.5056667
	社子市場二	25.08896667	121.5078167
	社子市場	25.087925	121.5086667
	葫蘆寺	25.08562037	121.5094274
	葫東重慶路口	25.08435	121.51196
	陽明高中	25.091238179775917	121.51708111166954
	士林區行政中心(中正)	25.092838	121.519435
	士林國中	25.094803	121.523351
	捷運士林站(中正)	25.09510645840546	121.52533292770386
	捷運士林站(中山)	25.09304	121.52773
	台電台北北區營業處	25.090716	121.52758
	銘傳大學	25.08772	121.52719
	捷運劍潭站(中山)	25.08543	121.52542
	劍潭	25.08081	121.52463
	圓山大飯店	25.0772	121.52808
	中央電台	25.07808	121.53016
	忠烈祠	25.078079	121.53344
	七海文化園區	25.07799	121.53533
	空軍司令部	25.07957	121.54068
	大直高中	25.07949	121.54255
	大直國小	25.07966	121.54522
	捷運大直站	25.079828	121.546852
	植福宮	25.08113	121.54858
	自強隧道(大直教會)	25.083632	121.549061
	自強隧道	25.08588	121.551945
	捷運劍南路站	25.084814	121.555567
	敬業三路一	25.08270690777	121.55628927116
	敬業三路二	25.081	121.556218
	基河二期國宅三	25.079873	121.556665
	基河二期國宅一	25.079853	121.55904
	濱江國中	25.079834	121.55996
	治磐新村	25.08297	121.56386
	內湖基湖路口	25.08185	121.565257
	基湖路口	25.080249	121.566195
	仁寶大樓	25.079213	121.568497
	瑞光港墘路口	25.077016	121.573392
	瑞光路	25.074631	121.577663
	瑞陽三號公園	25.07483	121.5817
	文德二號公園	25.07667	121.58339
	湖光國宅	25.07859	121.58078
	西湖圖書館(湖光教會)	25.078989	121.577803
	港墘派出所	25.078636	121.57619
	瑞光港墘路口	25.077297	121.573107
	仁寶大樓	25.079213	121.568497
	基湖路口	25.080486	121.566049
	基湖站	25.079731	121.564607
	濱江國中	25.079991	121.561247
	基河二期國宅一	25.080018	121.559048
	基河二期國宅二	25.080035	121.55753
	敬業三路二	25.080713	121.556434
	敬業三路一	25.082705868296	121.5563896953
	捷運劍南路站	25.085163	121.555001
	自強隧道	25.086	121.552
	植福宮	25.08134	121.54854
	捷運大直站	25.079961	121.546951
	大直高中	25.07967	121.54421
	空軍司令部	25.07937	121.54022
	忠烈祠	25.07801	121.53184
	中央電台	25.07792	121.52986
	圓山大飯店	25.0772	121.52808
	劍潭	25.080858	121.524175
	捷運劍潭站(基河)	25.084849212137	121.5247476503
	小北街	25.09096	121.52683
	士林區農會	25.093021668258	121.52550606382
	士林國中	25.094668	121.523382
	士林區行政中心(中正)	25.093699	121.520285
	陽明高中	25.09203	121.51784
	社子市場	25.087325	121.5090583
	社園里	25.08879167	121.5080583
	社子派出所	25.089475	121.5058333
	社新里	25.08941667	121.504475
	社子國小	25.08971667	121.5029583
	永倫里(延平)	25.09093333	121.5010083
	社子站	25.09179	121.5001
紅3花市接駁車	49	41
	社子站	25.09179	121.5001
	社子國小二	25.09024167	121.5015833
	社子國小	25.08964167	121.5028833
	社新里	25.08924167	121.5040833
	社子派出所	25.08950833	121.5056667
	社子市場二	25.08896667	121.5078167
	社子市場	25.087925	121.5086667
	葫蘆寺	25.08562037	121.5094274
	葫東重慶路口	25.08435	121.51196
	陽明高中	25.091238179775917	121.51708111166954
	士林區行政中心(中正)	25.092838	121.519435
	士林國中	25.094803	121.523351
	捷運士林站(中正)	25.09510645840546	121.52533292770386
	捷運士林站(中山)	25.09304	121.52773
	台電台北北區營業處	25.090716	121.52758
	銘傳大學	25.08772	121.52719
	捷運劍潭站(中山)	25.08543	121.52542
	劍潭	25.08081	121.52463
	圓山大飯店	25.0772	121.52808
	中央電台	25.07808	121.53016
	忠烈祠	25.078079	121.53344
	七海文化園區	25.07799	121.53533
	空軍司令部	25.07957	121.54068
	大直高中	25.07949	121.54255
	大直國小	25.07966	121.54522
	捷運大直站	25.079828	121.546852
	植福宮	25.08113	121.54858
	自強隧道(大直教會)	25.083632	121.549061
	自強隧道	25.08588	121.551945
	捷運劍南路站	25.084814	121.555567
	敬業三路一	25.08270690777	121.55628927116
	敬業三路二	25.081	121.556218
	基河二期國宅三	25.079873	121.556665
	基河二期國宅一	25.079853	121.55904
	濱江國中	25.079834	121.55996
	治磐新村	25.08297	121.56386
	內湖基湖路口	25.08185	121.565257
	基湖路口	25.080249	121.566195
	仁寶大樓	25.079213	121.568497
	瑞光港墘路口	25.077016	121.573392
	瑞光路	25.074631	121.577663
	公館山	25.07198833	121.5809507
	麗寶大樓	25.0702674	121.5825803
	時報廣場	25.06854169	121.582912
	民權大橋	25.06702	121.5791
	新湖三路口(台北花市)	25.06238	121.57742
	行愛路77巷口	25.06239078	121.5814889
	行愛路	25.064185	121.580149
	行忠行愛路口	25.06534803	121.5793229
	民權大橋	25.0669	121.57949
	時報廣場	25.06838535	121.5828488
	麗寶大樓	25.07039141	121.5826012
	公館山	25.07195167	121.5811768
	瑞陽三號公園	25.07483	121.5817
	文德二號公園	25.07667	121.58339
	湖光國宅	25.07859	121.58078
	西湖圖書館(湖光教會)	25.078989	121.577803
	港墘派出所	25.078636	121.57619
	瑞光港墘路口	25.077297	121.573107
	仁寶大樓	25.079213	121.568497
	基湖路口	25.080486	121.566049
	基湖站	25.079731	121.564607
	濱江國中	25.079991	121.561247
	基河二期國宅一	25.080018	121.559048
	基河二期國宅二	25.080035	121.55753
	敬業三路二	25.080713	121.556434
	敬業三路一	25.082705868296	121.5563896953
	捷運劍南路站	25.085163	121.555001
	自強隧道	25.086	121.552
	植福宮	25.08134	121.54854
	捷運大直站	25.079961	121.546951
	大直高中	25.07967	121.54421
	空軍司令部	25.07937	121.54022
	忠烈祠	25.07801	121.53184
	中央電台	25.07792	121.52986
	圓山大飯店	25.0772	121.52808
	劍潭	25.080858	121.524175
	捷運劍潭站(基河)	25.084849212137	121.5247476503
	小北街	25.09096	121.52683
	士林區農會	25.093021668258	121.52550606382
	士林國中	25.094668	121.523382
	士林區行政中心(中正)	25.093699	121.520285
	陽明高中	25.09203	121.51784
	社子市場	25.087325	121.5090583
	社園里	25.08879167	121.5080583
	社子派出所	25.089475	121.5058333
	社新里	25.08941667	121.504475
	社子國小	25.08971667	121.5029583
	永倫里(延平)	25.09093333	121.5010083
	社子站	25.09179	121.5001
紅5	37	36
	捷運劍潭站(基河)	25.08484167	121.5252833
	小北街	25.09073333	121.526925
	士林區農會	25.09305	121.52536
	捷運士林站(中正)	25.09500833	121.5252
	福林國小	25.09595	121.5289917
	士林官邸(中正)	25.09638333	121.5313917
	泰北中學	25.09733333	121.5334333
	岩山里	25.10184167	121.5375667
	岩山里一	25.10351667	121.5370583
	芝蘭新村	25.10699167	121.536975
	華興中學	25.10423333	121.538275
	嶺頭	25.10238333	121.5403417
	拔子埔	25.1054	121.544125
	永嶺	25.10716667	121.5455
	永福(林語堂故居)	25.10923333	121.5470333
	陽明教養院	25.11056667	121.5485917
	福音	25.11466667	121.5505917
	陽明山國小	25.117625	121.5519667
	明德新村	25.120275	121.5528833
	白雲山莊	25.12308333	121.5514333
	新安	25.12503333	121.5501083
	下竹林	25.12960833	121.5476417
	格致國中	25.131525	121.5468083
	山仔后派出所	25.13638333	121.546225
	文化大學	25.13854167	121.5464667
	陽明天主堂	25.13887	121.54572
	文化大學一	25.13769167	121.54045
	陽明天主堂	25.13887	121.54572
	磺溪底	25.1411	121.549375
	陽明山中國大飯店	25.14298333	121.5492667
	福壽橋	25.1459	121.5495083
	聯勤陽明山招待所	25.14816667	121.549225
	錫安堂	25.14897	121.5495167
	教師中心	25.15068333	121.5498333
	中山樓	25.15122	121.54951
	陽明山	25.152275	121.5474917
	陽明山總站	25.1523	121.5478583
	陽明山總站	25.1523	121.5478583
	陽明山	25.152275	121.5474917
	中山樓	25.15139	121.54954
	教師中心	25.1498	121.549675
